date,spot_today,spot_next,return_1d,return_5d,realized_vol_20d,sigma_next,strike,dte_today,call_price,option_price_next,delta,gamma,theta,vega,portfolio_delta,portfolio_gamma,portfolio_theta,portfolio_vega,option_pnl,target_hedge_ratio_bucket,target_class,T
1999-04-22,46.2895,46.8925,0.0272676028832155,0.0198688190853468,0.4145385100040086,0.3985474271433032,46.0,30,2.391136108974674,2.6172922611841543,0.5528873373556161,0.0718802723738694,-13.929544356341523,5.247687512345952,55.288733735561614,7.18802723738694,-1392.9544356341523,524.7687512345952,22.615615220948015,0.75,3.0,0.0821917808219178
1999-04-23,46.8925,47.9763,0.0130267123213687,0.0641810622634144,0.3985474271433032,0.4010876195596216,47.0,30,2.1402838542435987,2.7261043848602853,0.5233923102147628,0.0743301535336686,-13.652897743863113,5.35402265033238,52.33923102147629,7.43301535336686,-1365.2897743863114,535.402265033238,58.58205306166866,1.0,4.0,0.0821917808219178
1999-04-26,47.9763,47.2438,0.023112438023138,0.1425621753699086,0.4010876195596216,0.3888983197356233,48.0,30,2.2450485553833346,1.7738164612376544,0.5297504890826258,0.072114072204962,-14.046366074882933,5.471938031493688,52.97504890826258,7.211407220496199,-1404.6366074882933,547.1938031493688,-47.123209414568024,1.0,4.0,0.0821917808219178
1999-04-27,47.2438,45.6229,-0.0152679552195563,0.1001103747619025,0.3888983197356233,0.4090093642237979,47.0,30,2.276981165309916,1.553169639803361,0.5494481168012121,0.0751556653848777,-13.395519722424904,5.361864389991744,54.944811680121205,7.51556653848777,-1339.5519722424904,536.1864389991745,-72.38115255065551,0.75,3.0,0.0821917808219178
1999-04-28,45.6229,45.2479,-0.034309263861078,0.0124742570038702,0.4090093642237979,0.4063816559995605,46.0,30,2.009846044837957,1.7757211628100151,0.5037730649233788,0.0745693415064507,-13.611839570722722,5.217803558837995,50.37730649233788,7.45693415064507,-1361.1839570722725,521.7803558837995,-23.41248820279418,1.0,4.0,0.0821917808219178
1999-04-29,45.2479,45.5453,-0.0082195564069798,-0.0225018632735284,0.4063816559995605,0.4002139378381318,45.0,30,2.2778035590939183,2.376790984938566,0.5503602520443174,0.0750731379668989,-13.370440092104522,5.133858697990716,55.03602520443174,7.507313796689891,-1337.0440092104525,513.3858697990715,9.89874258446477,0.5,2.0,0.0821917808219178
1999-04-30,45.5453,45.3029,0.0065726807210941,-0.0287295409713707,0.4002139378381318,0.3776009735550319,46.0,30,1.9251620584351024,1.6555524660571201,0.4969200067166812,0.0763391203196979,-13.303244274509954,5.209006325149659,49.69200067166812,7.63391203196979,-1330.3244274509957,520.9006325149659,-26.96095923779822,1.0,4.0,0.0821917808219178
1999-05-03,45.3029,44.59,-0.0053221737478948,-0.0557233467357841,0.3776009735550319,0.3805918436710541,45.0,30,2.1604719812656654,1.7662916747562534,0.5552254498561393,0.0805654459900221,-12.477701680068716,5.1317125128470105,55.52254498561393,8.05654459900221,-1247.7701680068717,513.171251284701,-39.418030650941205,1.0,4.0,0.0821917808219178
1999-05-04,44.59,45.9379,-0.015736299442199,-0.0561724501416057,0.3805918436710541,0.3964016193953071,45.0,30,1.8005884965640035,2.5885980519701732,0.4973149703845905,0.0819953237619184,-12.418605553795292,5.09978534783453,49.73149703845905,8.19953237619184,-1241.8605553795292,509.978534783453,78.80095554061697,1.0,4.0,0.0821917808219178
1999-05-05,45.9379,44.275,0.0302287508409957,0.006904427381863,0.3964016193953071,0.414489464590879,46.0,30,2.106132220578221,1.390262308166001,0.526562776702547,0.0762474298615561,-13.30427462852215,5.242413767070667,52.6562776702547,7.62474298615561,-1330.4274628522148,524.2413767070667,-71.58699124122201,0.75,3.0,0.0821917808219178
1999-05-06,44.275,44.9101,-0.0361988684724378,-0.021501550348193,0.414489464590879,0.4178442180205486,44.0,30,2.285869923448324,2.631659811887875,0.5527442140331037,0.0751633089022964,-13.322293028456151,5.019551529241569,55.27442140331037,7.51633089022964,-1332.2293028456152,501.9551529241569,34.578988843955116,1.0,4.0,0.0821917808219178
1999-05-07,44.9101,45.3605,0.0143444381705251,-0.0139465543096652,0.4178442180205486,0.4197244957172336,45.0,30,2.154956784603748,2.370631294117672,0.5254296821759773,0.0740037888025128,-13.67315572622948,5.12607299755769,52.54296821759773,7.40037888025128,-1367.315572622948,512.6072997557691,21.567450951392388,1.0,4.0,0.0821917808219178
1999-05-10,45.3605,46.0702,0.0100289244512927,0.00127144178408,0.4197244957172336,0.4213870309235122,45.0,30,2.408724056216858,2.793448752697973,0.5584210559666105,0.0723041922801507,-13.792065347544916,5.132297836007015,55.84210559666105,7.230419228015069,-1379.2065347544917,513.2297836007015,38.472469648111485,1.0,4.0,0.0821917808219178
1999-05-11,46.0702,47.0285,0.0156457711004067,0.0331957838080285,0.4213870309235122,0.4070836928982353,46.0,30,2.3075516933574534,2.7428088854386523,0.5372218798666515,0.0713672236104525,-14.121693132202337,5.246244808156143,53.72218798666515,7.13672236104525,-1412.1693132202336,524.6244808156143,43.525719208119895,0.75,3.0,0.0821917808219178
1999-05-12,47.0285,46.1515,0.0208008647672466,0.0237407456588134,0.4070836928982353,0.4117782374886135,47.0,30,2.257903412175523,1.8045588477834542,0.5337403113514307,0.0724259341708541,-13.957824896085668,5.359551584267157,53.37403113514307,7.242593417085411,-1395.7824896085667,535.9551584267157,-45.33445643920686,1.0,4.0,0.0821917808219178
1999-05-13,46.1515,45.2742,-0.018648266476711,0.0423828345567476,0.4117782374886135,0.4033614772628781,46.0,30,2.30103783959364,1.7728603685831459,0.5429092672473861,0.0727989015799894,-13.828639839650853,5.247932603242131,54.29092672473861,7.27989015799894,-1382.8639839650853,524.7932603242132,-52.817747101049406,1.0,4.0,0.0821917808219178
1999-05-14,45.2742,46.0887,-0.0190091329642589,0.0081073077102924,0.4033614772628781,0.3632151745186858,45.0,30,2.2767999040745828,2.515958629910269,0.5523793300652142,0.0755415166739492,-13.278342369554816,5.133458781559146,55.23793300652142,7.554151667394921,-1327.8342369554816,513.3458781559146,23.915872583568643,0.5,2.0,0.0821917808219178
1999-05-17,46.0887,45.8959,0.0179903786262374,0.0160536149292886,0.3632151745186858,0.3582362635514488,46.0,30,2.0122516067115512,1.8506824168686613,0.5375425766497289,0.0827577578774411,-12.278535157814456,5.247953851066129,53.75425766497289,8.27577578774411,-1227.8535157814456,524.7953851066129,-16.156918984288993,1.0,4.0,0.0821917808219178
1999-05-18,45.8959,46.5253,-0.0041832379737333,-0.0037833567034656,0.3582362635514488,0.3180412345625908,46.0,30,1.884057392926671,1.9887806035139697,0.521253698558735,0.0845153382742084,-12.084502344759468,5.241809723257502,52.1253698558735,8.45153382742084,-1208.450234475947,524.1809723257502,10.472321058729861,0.25,1.0,0.0821917808219178
1999-05-19,46.5253,45.2381,0.01371364326661,-0.0106998947446761,0.3180412345625908,0.3194539854364299,47.0,30,1.5248655071290145,0.9582654704853972,0.4845643978753242,0.0939719031103822,-10.918169787178892,5.317263805345879,48.45643978753242,9.39719031103822,-1091.8169787178892,531.726380534588,-56.660003664361724,1.0,4.0,0.0821917808219178
1999-05-20,45.2381,44.8307,-0.0276666673831227,-0.0197913393930857,0.3194539854364299,0.3162212313261959,45.0,30,1.8262494175182875,1.5638362342535181,0.5518497626889061,0.0954760431289377,-10.664027407526833,5.130265314207912,55.18497626889061,9.547604312893773,-1066.4027407526833,513.0265314207912,-26.241318326476936,1.0,4.0,0.0821917808219178
1999-05-21,44.8307,43.6884,-0.0090056832625596,-0.0097958660782521,0.3162212313261959,0.3119379870398076,45.0,30,1.5928330871458591,1.0245324795134145,0.5123452760865297,0.0981118172321074,-10.500087074251912,5.124975289528302,51.23452760865297,9.81118172321074,-1050.0087074251912,512.4975289528302,-56.83006076324446,1.0,4.0,0.0821917808219178
1999-05-24,43.6884,42.2562,-0.0254803070217506,-0.0520800109354353,0.3119379870398076,0.3258518633454262,44.0,30,1.4622723554362196,0.8917253497671691,0.4971342570177849,0.1021057642818205,-10.089464384904328,4.996653062307964,49.71342570177849,10.21057642818205,-1008.9464384904328,499.6653062307964,-57.05470056690505,0.75,3.0,0.0821917808219178
1999-05-25,42.2562,43.438,-0.0327821572774467,-0.0793033800404828,0.3258518633454262,0.327455026406883,42.0,30,1.753931617928281,2.4578083283178493,0.5549600090386394,0.1001008337985275,-10.140083878246363,4.787041283372868,55.49600090386394,10.01008337985275,-1014.0083878246364,478.7041283372868,70.38767103895684,1.0,4.0,0.0821917808219178
1999-05-26,43.438,43.3918,0.0279674935275771,-0.0663574442292688,0.327455026406883,0.3267085527113755,43.0,30,1.90253704362798,1.843835430105635,0.5718783128790283,0.0962383090682464,-10.42372172421224,4.887285131483266,57.18783128790284,9.62383090682464,-1042.372172421224,488.7285131483266,-5.870161352234504,0.0,0.0,0.0821917808219178
1999-05-27,43.3918,44.1171,-0.0010635848795984,-0.0408129430723217,0.3267085527113755,0.3321317466391117,43.0,30,1.8725675261828163,2.3062895923710016,0.5674935901324066,0.0967503171727968,-10.4046299761314,4.891664059084845,56.74935901324066,9.67503171727968,-1040.46299761314,489.1664059084845,43.37220661881853,1.0,4.0,0.0821917808219178
1999-05-28,44.1171,43.1355,0.0167151397268607,-0.0159176635653692,0.3321317466391117,0.3401334652968905,44.0,30,1.786107728342241,1.3113679403990623,0.5403906301524937,0.094481121043231,-10.804240973510623,5.019930804069723,54.03906301524937,9.4481121043231,-1080.4240973510623,501.9930804069724,-47.47397879431787,1.0,4.0,0.0821917808219178
1999-06-01,43.1355,43.8637,-0.0222498758984611,-0.0126555332765677,0.3401334652968905,0.3426510140395757,43.0,30,1.796171091851324,2.198089456207775,0.5423307646181708,0.0943099756999338,-10.798627182456302,4.905746016583761,54.23307646181708,9.43099756999338,-1079.8627182456305,490.5746016583761,40.1918364356451,1.0,4.0,0.0821917808219178
1999-06-02,43.8637,43.2402,0.0168816867777121,0.0380417548194111,0.3426510140395757,0.3255065202278505,44.0,30,1.7049445976541264,1.2879885019143416,0.5170038590112269,0.0925004538999398,-11.077068989493846,5.012273961195837,51.70038590112269,9.25004538999398,-1107.7068989493846,501.2273961195837,-41.69560957397849,1.0,4.0,0.0821917808219178
1999-06-03,43.2402,44.5647,-0.0142144871499668,-0.0045536166490169,0.3255065202278505,0.3210265138150284,43.0,30,1.7817582473809672,2.5496029246746055,0.5528143841904044,0.0979987068837887,-10.370663458538584,4.902118618138929,55.28143841904044,9.79987068837887,-1037.0663458538584,490.21186181389294,76.78446772936383,1.0,4.0,0.0821917808219178
1999-06-04,44.5647,45.4925,0.0306312181719787,0.0270304527583551,0.3210265138150284,0.3255156835073425,45.0,30,1.484506848240077,1.9707404701540376,0.4869142367025119,0.0972143249922611,-10.555088035080374,5.094264994442551,48.69142367025119,9.72143249922611,-1055.508803508037,509.4264994442551,48.62336219139607,1.0,4.0,0.0821917808219178
1999-06-07,45.4925,44.3473,0.0208191685347369,0.0311761199172202,0.3255156835073425,0.3361519742877758,45.0,30,2.0006864661335726,1.4272578389077886,0.5752363386063947,0.0922928574515656,-10.844605488536905,5.110318966313792,57.52363386063946,9.22928574515656,-1084.4605488536904,511.0318966313792,-57.3428627225784,0.75,3.0,0.0821917808219178
1999-06-08,44.3473,45.0904,-0.02517338022751,0.0280928701417624,0.3361519742877758,0.3368999736234222,44.0,30,1.9331449053905447,2.349455139986638,0.5617287367616848,0.092225756256609,-10.937076260253964,5.0113028484977775,56.17287367616848,9.2225756256609,-1093.7076260253964,501.13028484977775,41.63102345960934,1.0,4.0,0.0821917808219178
1999-06-09,45.0904,44.5811,0.0167563752471966,0.0279661770438881,0.3368999736234222,0.3286938741822491,45.0,30,1.835354938998048,1.5017592663142274,0.5376838062130788,0.0911942617537709,-11.194497190242997,5.13410864994652,53.76838062130788,9.119426175377091,-1119.4497190242996,513.410864994652,-33.35956726838205,1.0,4.0,0.0821917808219178
1999-06-10,44.5811,43.901,-0.0112950872025975,0.0310104948635758,0.3286938741822491,0.3266927860159301,45.0,30,1.5315856223847248,1.1822115818083923,0.4896427449300621,0.0949307882515056,-10.80097446115278,5.097164477267341,48.96427449300621,9.49307882515056,-1080.097446115278,509.716447726734,-34.93740405763326,1.0,4.0,0.0821917808219178
1999-06-11,43.901,43.0729,-0.0152553436321668,-0.0148929533913613,0.3266927860159301,0.3265939534064538,44.0,30,1.64426624053635,1.2187926827176376,0.519582777259253,0.0969076973784681,-10.601788450441637,5.015047319131748,51.95827772592529,9.69076973784681,-1060.1788450441636,501.5047319131748,-42.54735578187123,1.0,4.0,0.0821917808219178
1999-06-14,43.0729,43.7139,-0.0188628960615933,-0.053186789031159,0.3265939534064538,0.3242116829801639,43.0,30,1.6959828235044156,2.01985271517394,0.5363497235106222,0.0985089879752099,-10.389171213820472,4.905921708116849,53.63497235106222,9.85089879752099,-1038.917121382047,490.59217081168487,32.38698916695242,1.0,4.0,0.0821917808219178
1999-06-15,43.7139,45.9645,0.0148817469917281,-0.014282718451856,0.3242116829801639,0.3762850015875088,44.0,30,1.536347181799524,3.11111510134133,0.5011243932255514,0.098185177754248,-10.47189750914139,4.999678639972406,50.11243932255513,9.8185177754248,-1047.189750914139,499.9678639972406,157.47679195418058,1.0,4.0,0.0821917808219178
1999-06-16,45.9645,46.4724,0.0514847680028549,0.0193855011266255,0.3762850015875088,0.3751463988183839,46.0,30,2.014674364039582,2.2520337865158773,0.5277595572676004,0.0802607739133165,-12.672031672415176,5.244374800107464,52.77595572676004,8.02607739133165,-1267.2031672415176,524.4374800107464,23.735942247629538,0.75,3.0,0.0821917808219178
1999-06-17,46.4724,46.6799,0.0110498319355154,0.0424238073982023,0.3751463988183839,0.3605357238514208,46.0,30,2.2870409567833256,2.2967501632741545,0.5681634485261142,0.0786499166168362,-12.676041716624283,5.237422887799592,56.81634485261142,7.86499166168362,-1267.6041716624284,523.7422887799592,0.9709206490828848,0.0,0.0,0.0821917808219178
1999-06-18,46.6799,48.0828,0.0044650157943209,0.0632992414751372,0.3605357238514208,0.3714824426568808,47.0,30,1.8277735930554224,2.6369840591415965,0.5037581119932572,0.0826796025029058,-12.35976346642526,5.338692510152786,50.37581119932572,8.26796025029058,-1235.976346642526,533.8692510152786,80.9210466086174,1.0,4.0,0.0821917808219178
1999-06-21,48.0828,46.6369,0.0300536205090413,0.1163121127205273,0.3714824426568808,0.3765983032785394,48.0,30,2.1397710865011312,1.4377128471087097,0.5368837412658741,0.0775722535430229,-13.084890914836876,5.475863213814017,53.68837412658741,7.75722535430229,-1308.4890914836876,547.5863213814017,-70.20582393924215,1.0,4.0,0.0821917808219178
1999-06-22,46.6369,47.3641,-0.0300710441155673,0.066866603071334,0.3765983032785394,0.3531388307520323,47.0,30,1.8918660388886608,2.118251915441771,0.5019905109507267,0.0792286819488109,-12.86550640059993,5.33394495789728,50.19905109507267,7.92286819488109,-1286.550640059993,533.394495789728,22.63858765531104,0.5,2.0,0.0821917808219178
1999-06-23,47.3641,46.4294,0.0155928031237069,0.0304495860936158,0.3531388307520323,0.3542952726187791,47.0,30,2.152045167350906,1.6377855369679217,0.5600906452303013,0.0822501826746362,-12.236543430710856,5.355614576356159,56.009064523030126,8.22501826746362,-1223.6543430710856,535.561457635616,-51.425963038298406,1.0,4.0,0.0821917808219178
1999-06-24,46.4294,46.3679,-0.0197343557673427,-0.0009252803814737,0.3542952726187791,0.3543417606599979,46.0,30,2.153450064672072,2.0858544794295177,0.5661331698006806,0.0834285875178032,-12.011556895493252,5.237147208300017,56.61331698006806,8.34285875178032,-1201.1556895493252,523.7147208300016,-6.759558524255427,1.0,4.0,0.0821917808219178
1999-06-25,46.3679,47.4652,-0.0013245917457473,-0.0066838189456276,0.3543417606599979,0.3585977895972708,46.0,30,2.119034481055987,2.772570353754894,0.5609907884416708,0.0837029659717703,-12.014496889339004,5.241148085827557,56.09907884416708,8.37029659717703,-1201.4496889339005,524.1148085827557,65.35358726989067,1.0,4.0,0.0821917808219178
1999-06-28,47.4652,48.1169,0.0236650786427681,-0.0128445098871112,0.3585977895972708,0.3463252168363006,47.0,30,2.2382914856562373,2.528125805132266,0.567963144714717,0.0805655106937319,-12.411986270569564,5.349778403317144,56.796314471471696,8.05655106937319,-1241.1986270569564,534.9778403317143,28.983431947602867,0.75,3.0,0.0821917808219178
1999-06-29,48.1169,48.8601,0.013730059074859,0.0317345278095242,0.3463252168363006,0.3457475498802078,48.0,30,2.02035432246106,2.4071452653081735,0.5394218719701688,0.0830972841553595,-12.255777861124924,5.476393095240958,53.94218719701688,8.30972841553595,-1225.5777861124925,547.6393095240958,38.67909428471137,1.0,4.0,0.0821917808219178
1999-06-30,48.8601,49.1891,0.0154457165777512,0.0315851034855514,0.3457475498802078,0.3377013539845326,49.0,30,1.9221271823377784,2.0183045503906065,0.5181823685830047,0.0822869631267073,-12.443507922513662,5.582480812461448,51.81823685830047,8.22869631267073,-1244.3507922513663,558.2480812461448,9.617736805282817,0.5,2.0,0.0821917808219178
1999-07-01,49.1891,49.8145,0.0067335105740675,0.0594386315567292,0.3377013539845326,0.3266550329644913,49.0,30,2.052069647100293,2.31554431160642,0.5452466354049771,0.0832317292931802,-12.226226466811903,5.589691804195078,54.524663540497706,8.323172929318021,-1222.6226466811904,558.9691804195078,26.3474664506127,0.75,3.0,0.0821917808219178
1999-07-02,49.8145,49.4915,0.0127141988773935,0.0743315957807018,0.3266550329644913,0.324356175692684,50.0,30,1.8305672358148044,1.6235480435989018,0.5133479559957976,0.0854687913105677,-12.0275938072887,5.694254289829745,51.33479559957976,8.54687913105677,-1202.75938072887,569.4254289829745,-20.70191922159026,1.0,4.0,0.0821917808219178
1999-07-06,49.4915,49.5737,-0.0064840558471931,0.0426902235743238,0.324356175692684,0.305312819401196,49.0,30,2.1463947994566936,2.0571727005817415,0.5715577811918375,0.0852865971317672,-11.7731800066976,5.569197014798892,57.15577811918375,8.52865971317672,-1177.31800066976,556.9197014798892,-8.922209887495214,0.0,0.0,0.0821917808219178
1999-07-07,49.5737,50.2343,0.0016608912641564,0.0302762646803929,0.305312819401196,0.3039136711847535,50.0,30,1.588457253594452,1.8926806547395252,0.4896732399355964,0.09190813730744,-11.207886860714748,5.66800288888974,48.96732399355964,9.190813730744,-1120.7886860714748,566.800288888974,30.42234011450733,1.0,4.0,0.0821917808219178
1999-07-08,50.2343,50.7386,0.0133256141865545,0.0281251982701631,0.3039136711847535,0.2975625902939536,50.0,30,1.9239131430944667,2.14636913282855,0.5499444827296287,0.0904323895268589,-11.309962714848682,5.700373904096278,54.99444827296287,9.04323895268589,-1130.9962714848682,570.0373904096277,22.24559897340832,0.75,3.0,0.0821917808219178
1999-07-09,50.7386,50.4744,0.0100389574454107,0.0315008812928065,0.2975625902939536,0.2897852696470693,51.0,30,1.6615300124047252,1.4566831221642786,0.5045166966410697,0.0921618587268186,-11.22211154279914,5.802763966739692,50.451669664106966,9.21618587268186,-1122.211154279914,580.2763966739692,-20.484689024044656,1.0,4.0,0.0821917808219178
1999-07-12,50.4744,50.2343,-0.0052070809994756,0.0132471469150547,0.2897852696470693,0.2770309876302705,50.0,30,1.978335865996346,1.742047247545532,0.5733405661301779,0.0935245731241642,-10.81321209992096,5.675090097046812,57.33405661301779,9.35245731241642,-1081.321209992096,567.5090097046813,-23.628861845081396,1.0,4.0,0.0821917808219178
1999-07-13,50.2343,51.0942,-0.0047568668473524,0.0150086378469029,0.2770309876302705,0.2778946999510996,50.0,30,1.7707092462511935,2.257537793854329,0.5515666590361791,0.0991559481430257,-10.379762645879024,5.6973935816728485,55.15666590361791,9.915594814302567,-1037.9762645879025,569.7393581672849,48.68285476031355,1.0,4.0,0.0821917808219178
1999-07-14,51.0942,51.555,0.0171177860545483,0.0306715052537938,0.2778946999510996,0.2256889418185385,51.0,30,1.7323107816265484,1.6657128215146386,0.5374244029046035,0.0975725038732798,-10.607416271558517,5.818074945672453,53.74244029046034,9.75725038732798,-1060.7416271558516,581.8074945672454,-6.659796011190977,0.0,0.0,0.0821917808219178
1999-07-15,51.555,52.0386,0.0090186361661401,0.0262908013050844,0.2256889418185385,0.2252563173858311,52.0,30,1.1821461738239272,1.3986656534460238,0.4751340932448386,0.1193631009396506,-8.779232072986744,5.885052557770703,47.51340932448386,11.93631009396506,-877.9232072986745,588.5052557770704,21.65194796220966,1.0,4.0,0.0821917808219178
1999-07-16,52.0386,51.5051,0.0093802734943264,0.0256215189224773,0.2252563173858311,0.2323320955512243,52.0,30,1.423286587182833,1.1727767766692914,0.5326614464608018,0.1183135674245946,-8.917357197269272,5.931863214693035,53.266144646080186,11.83135674245946,-891.7357197269272,593.1863214693035,-25.05098105135417,1.0,4.0,0.0821917808219178
1999-07-19,51.5051,49.517,-0.0102520052422625,0.0204202526429237,0.2323320955512243,0.2603827590185722,52.0,30,1.1976083515915903,0.5930865709908311,0.4708044942085765,0.1159768694200529,-8.995019224133426,5.875021373335564,47.08044942085765,11.597686942005293,-899.5019224133425,587.5021373335563,-60.45217806007592,0.75,3.0,0.0821917808219178
1999-07-20,49.517,49.753,-0.0386000609648363,-0.0142790881927287,0.2603827590185722,0.231999849026954,50.0,30,1.3066919533170631,1.2364424967770553,0.4762059860309586,0.1077347864795565,-9.623073315490322,5.653341491790045,47.62059860309586,10.77347864795565,-962.307331549032,565.3341491790045,-7.02494565400078,0.0,0.0,0.0821917808219178
1999-07-21,49.753,48.493,0.004766039945877,-0.0262495547439827,0.231999849026954,0.2482382867722548,50.0,30,1.2605648548742536,0.7888734559421167,0.4983532690000054,0.120554991198918,-8.737011366543495,5.690361194533001,49.83532690000055,12.0554991198918,-873.7011366543495,569.0361194533001,-47.169139893213696,0.75,3.0,0.0821917808219178
1999-07-22,48.493,48.5644,-0.0253251060237573,-0.059392881388808,0.2482382867722548,0.235496609353461,48.0,30,1.6951021339686108,1.6447671183039105,0.5846537799511893,0.1129850277901012,-8.98597430555544,5.420959430563944,58.46537799511893,11.29850277901012,-898.597430555544,542.0959430563944,-5.033501566470022,0.0,0.0,0.0821917808219178
1999-07-23,48.5644,47.3729,0.0014723774565401,-0.0667619805298375,0.235496609353461,0.2539926140188586,49.0,30,1.1605925682779166,0.7490274887541837,0.4752887678119953,0.1214392195983069,-8.599727226505957,5.543806604969585,47.52887678119953,12.14392195983069,-859.9727226505956,554.3806604969585,-41.15650795237329,0.75,3.0,0.0821917808219178
1999-07-26,47.3729,48.3225,-0.0245344326296628,-0.080228948201246,0.2539926140188586,0.2500395631972442,47.0,30,1.6269503805894845,2.1758687220294703,0.570952199624355,0.1138158694520032,-9.001629685387549,5.3322713446764425,57.09521996243549,11.38158694520032,-900.1629685387549,533.2271344676442,54.89183414399859,1.0,4.0,0.0821917808219178
1999-07-27,48.3225,49.2703,0.020045215724602,-0.0241230284548741,0.2500395631972442,0.2548345886099268,48.0,30,1.6068906507135274,2.1921649424818384,0.5649979443923397,0.1136375919343062,-9.06570175100987,5.453281710134637,56.49979443923397,11.36375919343062,-906.5701751009872,545.3281710134637,58.52742917683109,1.0,4.0,0.0821917808219178
1999-07-28,49.2703,48.2218,0.0196140514253195,-0.0097019275219585,0.2548345886099268,0.2610810553195014,49.0,30,1.6340054393225998,1.118696560074575,0.5578725182031599,0.1096605279571129,-9.419431737512866,5.575804143902414,55.78725182031599,10.96605279571129,-941.9431737512866,557.5804143902415,-51.53088792480247,1.0,4.0,0.0821917808219178
1999-07-29,48.2218,47.986,-0.021280568618417,-0.0055925597508919,0.2610810553195014,0.2600515785342552,48.0,30,1.6109316790825543,1.452183061413315,0.5524921451315368,0.1095710433126888,-9.43460790782984,5.467469658859277,55.24921451315368,10.95710433126888,-943.460790782984,546.7469658859277,-15.874861766923921,1.0,4.0,0.0821917808219178
1999-07-30,47.986,47.849,-0.0048899045659848,-0.0119099587352052,0.2600515785342552,0.2548965546751745,48.0,30,1.4780752552182577,1.3534583438277217,0.5264853283181055,0.1112662228335461,-9.376837267344854,5.476212966014572,52.64853283181055,11.12662228335461,-937.6837267344854,547.6212966014572,-12.461691139053599,1.0,4.0,0.0821917808219178
