date,open,high,low,close,volume,return_1d,return_5d,realized_vol_20d,spot,strike,dte,T,sigma,r,option_type,call_price,delta,gamma,theta,vega,portfolio_delta,portfolio_gamma,portfolio_theta,portfolio_vega,hedge_0,hedge_25,hedge_50,hedge_75,hedge_100
2005-04-01,52.1466,52.4452,51.3289,51.6782,28273894.623223,-0.0042812772155899,-0.0037879737135829,0.1159915540397413,51.6782,52.0,30,0.0821917808219178,0.1159915540397413,0.03,call,0.5943073037112896,0.4618000440320879,0.2310814415958436,-4.84959693684085,5.8834840754313324,46.18000440320879,23.108144159584366,-484.95969368408504,588.3484075431332,-0.0,-11.545001100802198,-23.090002201604396,-34.635003302406595,-46.18000440320879
2005-04-04,51.5958,51.9948,51.1523,51.8747,35985945.347601,0.0038023770177753,-0.0004951792279057,0.1053777534141859,51.8747,52.0,30,0.0821917808219178,0.1053777534141859,0.03,call,0.6265553148320144,0.5067287953971357,0.2545244788029378,-4.572640502249216,5.932231338050255,50.67287953971357,25.452447880293786,-457.2640502249216,593.2231338050256,-0.0,-12.668219884928392,-25.336439769856785,-38.00465965478518,-50.67287953971357
2005-04-05,51.8826,52.1109,51.7328,51.97,21019417.698913,0.0018371190580379,0.0159855959556072,0.1065506215248297,51.97,52.0,30,0.0821917808219178,0.1065506215248297,0.03,call,0.6829515885203072,0.5307285825681969,0.2505510952428968,-4.648318961726256,5.9263339007411355,53.072858256819686,25.055109524289687,-464.8318961726256,592.6333900741135,-0.0,-13.268214564204921,-26.536429128409843,-39.80464369261476,-53.072858256819686
2005-04-06,52.0949,52.5117,51.9788,52.1188,23206283.557657,0.0028631903020974,0.004033951461585,0.104637817727009,52.1188,52.0,30,0.0821917808219178,0.104637817727009,0.03,call,0.7534516294186702,0.5687783676728349,0.2513586739213652,-4.604638188356982,5.872185361520101,56.87783676728348,25.135867392136525,-460.4638188356982,587.2185361520101,-0.0,-14.21945919182087,-28.43891838364174,-42.65837757546261,-56.87783676728348
2005-04-07,51.9094,52.478,51.7863,52.3331,17648145.840118,0.0041117600558724,0.0083371226426001,0.0999137547733115,52.3331,52.0,30,0.0821917808219178,0.0999137547733115,0.03,call,0.8541568570632734,0.6267740911672425,0.252577268036369,-4.411177018312293,5.680686918532695,62.67740911672425,25.257726803636903,-441.11770183122934,568.0686918532695,-0.0,-15.669352279181062,-31.338704558362124,-47.00805683754319,-62.67740911672425
2005-04-08,52.2835,52.3926,51.4649,51.5363,22957493.456173,-0.0152255455916046,-0.0027458386708515,0.1116143318696596,51.5363,52.0,30,0.0821917808219178,0.1116143318696596,0.03,call,0.5057250641564472,0.4258816908285515,0.2377277545660431,-4.57620992325608,5.792348900604058,42.588169082855146,23.772775456604307,-457.620992325608,579.2348900604057,-0.0,-10.647042270713786,-21.294084541427573,-31.94112681214136,-42.588169082855146
2005-04-11,51.5551,51.6127,51.1523,51.2784,22548884.340877,-0.0050042397300543,-0.0114950062361806,0.112232888983334,51.2784,51.0,30,0.0821917808219178,0.112232888983334,0.03,call,0.8773182274601758,0.6033060710570441,0.2336389296278918,-4.771006501547252,5.6671234336219625,60.330607105704416,23.363892962789187,-477.10065015472514,566.7123433621963,-0.0,-15.082651776426104,-30.165303552852208,-45.24795532927831,-60.330607105704416
2005-04-12,51.2069,51.8747,50.6859,51.7566,38545403.775631,0.0093255639801554,-0.00410621512411,0.1143498229222399,51.7566,52.0,30,0.0821917808219178,0.1143498229222399,0.03,call,0.6215174060706055,0.4794597650340468,0.2348110302690683,-4.838169207344705,5.911720032132566,47.94597650340468,23.481103026906837,-483.8169207344704,591.1720032132566,-0.0,-11.98649412585117,-23.97298825170234,-35.95948237755351,-47.94597650340468
2005-04-13,51.6604,51.7466,50.7535,50.8367,30541966.515999,-0.0177735786353817,-0.0245995686777131,0.1268665820333469,50.8367,51.0,30,0.0821917808219178,0.1268665820333469,0.03,call,0.7191828251727799,0.4991236046393749,0.2157596515783676,-5.226982980481101,5.814341875749292,49.91236046393749,21.57596515783676,-522.6982980481101,581.4341875749292,-0.0,-12.478090115984372,-24.956180231968744,-37.43427034795312,-49.91236046393749
2005-04-14,50.8715,51.0829,49.8068,49.8068,43875938.247322,-0.0202589861261647,-0.0482734636396467,0.1417936568610587,49.8068,50.0,30,0.0821917808219178,0.1417936568610587,0.03,call,0.7737000103111598,0.4943132663312087,0.1970181796697528,-5.628624964412896,5.695984193404038,49.431326633120875,19.701817966975288,-562.8624964412895,569.5984193404038,-0.0,-12.357831658280219,-24.715663316560438,-37.073494974840656,-49.431326633120875
2005-04-15,49.8425,50.1124,48.8562,49.1281,60762883.084823,-0.0136266533886938,-0.0467282284525663,0.1462169769022006,49.1281,49.0,30,0.0821917808219178,0.1462169769022006,0.03,call,0.9498314578311238,0.556485629784803,0.1917721518529004,-5.739465511606722,5.562521068336926,55.6485629784803,19.177215185290045,-573.9465511606722,556.2521068336926,-0.0,-13.912140744620075,-27.82428148924015,-41.736422233860225,-55.6485629784803
2005-04-18,49.0408,49.6084,48.6994,49.4426,41597274.438419,0.0064016316527606,-0.0358006490062092,0.1502920654227125,49.4426,49.0,30,0.0821917808219178,0.1502920654227125,0.03,call,1.156314098567293,0.6131218480605717,0.1796860291753545,-5.835624161985667,5.426019569834841,61.31218480605717,17.968602917535456,-583.5624161985667,542.6019569834841,-0.0,-15.328046201514292,-30.656092403028584,-45.98413860454288,-61.31218480605717
2005-04-19,49.7463,50.2791,49.6917,50.2652,37828457.028102,0.016637474566467,-0.0288156486322517,0.1653024721065027,50.2652,50.0,30,0.0821917808219178,0.1653024721065027,0.03,call,1.1533761063499774,0.5743070700215754,0.1645611056353625,-6.511982968231784,5.6489764625939,57.43070700215755,16.456110563536253,-651.1982968231785,564.8976462593901,-0.0,-14.357676750539387,-28.715353501078773,-43.073030251618164,-57.43070700215755
2005-04-20,50.3039,50.3863,49.3593,49.4784,37313930.767126,-0.0156529766120496,-0.026718886159015,0.1713543574513276,49.4784,49.0,30,0.0821917808219178,0.1713543574513276,0.03,call,1.2927358532204565,0.6073934494616929,0.1581454716183483,-6.546728951518823,5.452699927377645,60.7393449461693,15.81454716183483,-654.6728951518822,545.2699927377645,-0.0,-15.184836236542324,-30.36967247308465,-45.55450870962697,-60.7393449461693
2005-04-21,49.9983,50.7196,49.2998,50.6859,38155863.132747,0.0244045886689949,0.017650200374246,0.1953696756466452,50.6859,51.0,30,0.0821917808219178,0.1953696756466452,0.03,call,1.0427762751492793,0.4847363409440023,0.1404214735653837,-7.590608920426025,5.792864855177402,48.47363409440023,14.042147356538376,-759.0608920426025,579.2864855177402,-0.0,-12.118408523600058,-24.236817047200116,-36.35522557080017,-48.47363409440023
2005-04-22,50.5331,50.6065,49.3166,49.8683,35507427.570279,-0.0161307187995083,0.0150667337023004,0.2024798654093399,49.8683,50.0,30,0.0821917808219178,0.2024798654093399,0.03,call,1.15052350783591,0.5103978021554306,0.1377659596511194,-7.752097915506231,5.701659559149611,51.03978021554306,13.776595965111946,-775.2097915506231,570.1659559149612,-0.0,-12.759945053885765,-25.51989010777153,-38.279835161657296,-51.03978021554306
2005-04-25,50.0579,50.412,49.9239,50.3288,22411187.415639,0.0092343232073281,0.0179238146861209,0.2061892741062828,50.3288,50.0,30,0.0821917808219178,0.2061892741062828,0.03,call,1.421070664345503,0.5722675750414017,0.1318889962106912,-7.922812159064099,5.661560778583521,57.22675750414017,13.188899621069124,-792.2812159064099,566.1560778583521,-0.0,-14.306689376035042,-28.613378752070084,-42.92006812810513,-57.22675750414017
2005-04-26,50.1124,50.6065,49.2998,49.6162,36473642.113702,-0.0141588911319165,-0.0129115173121762,0.2059783944266003,49.6162,50.0,30,0.0821917808219178,0.2059783944266003,0.03,call,1.046055332256362,0.4763937692732913,0.1359219227895971,-7.775950242634858,5.664825905099893,47.63937692732913,13.592192278959716,-777.5950242634858,566.4825905099893,-0.0,-11.909844231832283,-23.819688463664566,-35.72953269549685,-47.63937692732913
2005-04-27,49.385,49.9556,48.9604,49.5994,39065585.777169,-0.0003385990865886,0.0024455115767689,0.1969554704510437,49.5994,50.0,30,0.0821917808219178,0.1969554704510437,0.03,call,0.98700277672571,0.4718729263424455,0.1420921891829927,-7.452519866402927,5.658736733247237,47.18729263424456,14.209218918299277,-745.2519866402927,565.8736733247238,-0.0,-11.79682315856114,-23.59364631712228,-35.39046947568342,-47.18729263424456
2005-04-28,49.394,49.4099,48.3333,48.3333,35848489.285155,-0.0255265184659492,-0.0464152752540646,0.213371327101466,48.3333,48.0,30,0.0821917808219178,0.213371327101466,0.03,call,1.4133716032158432,0.5729990908668906,0.1326662465034782,-7.84342163444349,5.435228247101178,57.29990908668906,13.266624650347822,-784.342163444349,543.5228247101178,-0.0,-14.324977271672266,-28.64995454334453,-42.974931815016795,-57.29990908668906
2005-04-29,48.8483,49.0477,47.9999,48.9604,67662887.577998,0.0129744917065459,-0.0182059544841111,0.2211489428224116,48.9604,49.0,30,0.0821917808219178,0.2211489428224116,0.03,call,1.278106942907559,0.523061932919199,0.1283038206346091,-8.250826545712075,5.590398431326885,52.3061932919199,12.830382063460911,-825.0826545712075,559.0398431326885,-0.0,-13.076548322979974,-26.15309664595995,-39.22964496893992,-52.3061932919199
2005-05-02,49.0933,49.4873,48.882,49.4596,29496904.176769,0.0101959951307588,-0.0172704296545913,0.2247412806988245,49.4596,49.0,30,0.0821917808219178,0.2247412806988245,0.03,call,1.5749194183466884,0.5852651311388841,0.1223176465040467,-8.377754642675935,5.527153899767568,58.52651311388841,12.231764650404678,-837.7754642675935,552.7153899767568,-0.0,-14.631628278472103,-29.263256556944206,-43.894884835416306,-58.52651311388841
2005-05-03,49.4426,49.8336,49.138,49.7096,29554337.35547,0.0050546304458587,0.0018824496837726,0.2258117488838416,49.7096,50.0,30,0.0821917808219178,0.2258117488838416,0.03,call,1.2038737284985397,0.4922133242359873,0.1239442352162005,-8.50645745826242,5.684362865418618,49.22133242359873,12.394423521620054,-850.645745826242,568.4362865418618,-0.0,-12.305333105899683,-24.610666211799366,-36.91599931769905,-49.22133242359873
2005-05-04,49.6084,50.3605,49.4694,50.2652,27694403.938139,0.0111769155253713,0.0134235494784209,0.2301343403490729,50.2652,50.0,30,0.0821917808219178,0.2301343403490729,0.03,call,1.5209488630961303,0.5598307153629197,0.1189394624059908,-8.756383385387993,5.684216613863052,55.98307153629197,11.893946240599083,-875.6383385387993,568.4216613863052,-0.0,-13.995767884072993,-27.991535768145987,-41.98730365221898,-55.98307153629197
2005-05-05,50.3039,50.6254,49.8504,50.2553,49315679.304677,-0.0001969553488297,0.0397655446658928,0.2291952395215445,50.2553,50.0,30,0.0821917808219178,0.2291952395215445,0.03,call,1.510073124079895,0.5587849539140175,0.1194975838014568,-8.72406728230969,5.685345303303202,55.87849539140175,11.949758380145688,-872.4067282309691,568.5345303303202,-0.0,-13.969623847850437,-27.939247695700875,-41.908871543551314,-55.87849539140175
2005-05-06,50.6859,50.7535,50.2007,50.428,27506104.662696,0.0034364534685893,0.0299752453002835,0.2243527206550598,50.428,50.0,30,0.0821917808219178,0.2243527206550598,0.03,call,1.5809820663842655,0.5804379877376697,0.1204878136348712,-8.541832937096874,5.649972614700713,58.04379877376697,12.048781363487125,-854.1832937096874,564.9972614700713,-0.0,-14.510949693441743,-29.021899386883486,-43.53284908032523,-58.04379877376697
2005-05-09,50.412,50.9866,50.158,50.9161,22808032.550254,0.0096791465059093,0.0294482769775736,0.226909018680601,50.9161,51.0,30,0.0821917808219178,0.226909018680601,0.03,call,1.3415704101651895,0.5179944865066263,0.1203225134010083,-8.781260435022148,5.817512226275153,51.799448650662626,12.032251340100837,-878.1260435022148,581.7512226275153,-0.0,-12.949862162665656,-25.899724325331313,-38.84958648799697,-51.799448650662626
2005-05-10,50.6254,50.6859,50.1481,50.3039,34979246.706867,-0.0120237017367788,0.0119554371791363,0.2276045329786445,50.3039,50.0,30,0.0821917808219178,0.2276045329786445,0.03,call,1.528339732163282,0.5648504265075975,0.1199289934158164,-8.667240777799245,5.677234057886764,56.48504265075975,11.992899341581644,-866.7240777799245,567.7234057886765,-0.0,-14.121260662689938,-28.242521325379876,-42.36378198806982,-56.48504265075975
2005-05-11,50.4537,50.4894,49.7165,50.3288,37778089.493926,0.0004949914420153,0.0012652889076338,0.2191753044820881,50.3288,50.0,30,0.0821917808219178,0.2191753044820881,0.03,call,1.4946405363543285,0.5694486248463783,0.1242338024794602,-8.373286351286392,5.668823534357957,56.944862484637824,12.423380247946028,-837.3286351286392,566.8823534357957,-0.0,-14.236215621159456,-28.472431242318912,-42.708646863478364,-56.944862484637824
2005-05-12,50.4716,50.6254,49.4426,49.5398,35837657.514029,-0.015676908648726,-0.0142373043241209,0.2142193756714237,49.5398,50.0,30,0.0821917808219178,0.2142193756714237,0.03,call,1.0565905241106712,0.4682365139211792,0.1307083735009346,-8.024558592970008,5.648056699438837,46.82365139211792,13.07083735009346,-802.4558592970008,564.8056699438837,-0.0,-11.70591284802948,-23.41182569605896,-35.11773854408844,-46.82365139211792
2005-05-13,49.7096,49.7899,48.8155,49.3593,43952903.483726,-0.0036435350970331,-0.0211925914174664,0.2087710628959724,49.3593,49.0,30,0.0821917808219178,0.2087710628959724,0.03,call,1.4282624582433527,0.5765940594137837,0.1325416304382136,-7.848176828720008,5.541010655256336,57.659405941378374,13.254163043821368,-784.8176828720008,554.1010655256337,-0.0,-14.414851485344593,-28.829702970689187,-43.24455445603378,-57.659405941378374
2005-05-16,49.2998,50.1303,49.2402,50.1124,36898491.831127,0.0152575097296761,-0.015784791058231,0.2144828059328023,50.1124,50.0,30,0.0821917808219178,0.2144828059328023,0.03,call,1.347593466061511,0.5427493383358365,0.1287227141202657,-8.210861740450548,5.69857759682759,54.27493383358365,12.872271412026572,-821.0861740450548,569.857759682759,-0.0,-13.568733458395913,-27.137466916791826,-40.70620037518774,-54.27493383358365
2005-05-17,49.9318,50.428,49.6421,50.421,26704894.233795,0.0061581564642683,0.0023278513196789,0.2072991591066579,50.421,50.0,30,0.0821917808219178,0.2072991591066579,0.03,call,1.480650218551677,0.5840592413828369,0.1301669642548446,-7.949359876534515,5.638318652933323,58.405924138283694,13.016696425484469,-794.9359876534514,563.8318652933324,-0.0,-14.601481034570924,-29.202962069141847,-43.80444310371277,-58.405924138283694
2005-05-18,50.6611,51.4569,50.6432,51.4252,43261607.111959,0.0199163047143053,0.0217847435265692,0.2095772118134772,51.4252,51.0,30,0.0821917808219178,0.2095772118134772,0.03,call,1.5209059317019644,0.5828794611332241,0.1263183695465844,-8.189905645311345,5.754279312712987,58.287946113322405,12.63183695465844,-818.9905645311345,575.4279312712987,-0.0,-14.571986528330601,-29.143973056661203,-43.71595958499181,-58.287946113322405
2005-05-19,51.3626,51.7229,51.2714,51.5551,31458991.636563,0.0025259989265964,0.0406804226096997,0.1922486427388668,51.5551,52.0,30,0.0821917808219178,0.1922486427388668,0.03,call,0.9855339152946918,0.4666854594295357,0.1399081968203168,-7.564231992316013,5.875950101801381,46.66854594295358,13.990819682031685,-756.4231992316013,587.5950101801382,-0.0,-11.667136485738395,-23.33427297147679,-35.00140945721518,-46.66854594295358
2005-05-20,51.5363,51.5958,51.1424,51.4936,27262494.622953,-0.0011928984717322,0.0432400783641584,0.1816993051911535,51.4936,51.0,30,0.0821917808219178,0.1816993051911535,0.03,call,1.401707121584188,0.6019060976752584,0.1438478354494636,-7.184092150247152,5.696282222606688,60.190609767525835,14.38478354494636,-718.4092150247152,569.6282222606687,-0.0,-15.047652441881459,-30.095304883762918,-45.142957325644375,-60.190609767525835
2005-05-23,51.5551,52.0454,51.5106,51.83,32337640.965102,0.0065328506843569,0.0342749499125965,0.1804559260394409,51.83,52.0,30,0.0821917808219178,0.1804559260394409,0.03,call,1.049210832525862,0.5040824770892689,0.1487718532249696,-7.259541551604517,5.927652412940625,50.40824770892689,14.877185322496969,-725.9541551604517,592.7652412940625,-0.0,-12.602061927231723,-25.204123854463447,-37.80618578169517,-50.40824770892689
2005-05-24,51.6455,51.9342,51.5174,51.6227,25849070.434121,-0.0039996141230946,0.0238333234168304,0.1721517225900674,51.6227,52.0,30,0.0821917808219178,0.1721517225900674,0.03,call,0.8990047062364681,0.4709379530304507,0.1561670417280741,-6.869215066162768,5.888579972409248,47.09379530304507,15.616704172807411,-686.9215066162768,588.8579972409249,-0.0,-11.773448825761267,-23.546897651522535,-35.320346477283806,-47.09379530304507
2005-05-25,51.6385,51.6604,51.1057,51.2397,26425501.456279,-0.0074192167399226,-0.0036071809151932,0.1752561485503434,51.2397,51.0,30,0.0821917808219178,0.1752561485503434,0.03,call,1.2163154147403643,0.5665199642222792,0.1527995794707859,-6.995368978151115,5.7787907550213475,56.65199642222792,15.279957947078596,-699.5368978151115,577.8790755021348,-0.0,-14.16299910555698,-28.32599821111396,-42.48899731667094,-56.65199642222792
2005-05-26,51.447,52.0037,51.447,51.9441,23596061.032158,0.0137471530863764,0.0075453252927448,0.1476461873466367,51.9441,52.0,30,0.0821917808219178,0.1476461873466367,0.03,call,0.9130463667837354,0.5215350822723159,0.1811774111935687,-6.113657069811477,5.9323549561015065,52.15350822723159,18.11774111935687,-611.3657069811477,593.2354956101507,-0.0,-13.038377056807898,-26.076754113615795,-39.115131170423695,-52.15350822723159
2005-05-27,52.087,52.2914,51.7466,52.2408,17765127.557366,0.0057119095335178,0.014510541115789,0.1437623187022229,52.2408,52.0,30,0.0821917808219178,0.1437623187022229,0.03,call,1.052925588036679,0.576336378397613,0.1818828834694836,-6.001119999405848,5.8652283842142525,57.6336378397613,18.18828834694836,-600.1119999405848,586.5228384214253,-0.0,-14.408409459940325,-28.81681891988065,-43.225228379820976,-57.6336378397613
2005-05-31,52.2756,52.4283,51.9511,52.1188,22687989.154492,-0.0023353394281864,0.0055720625120587,0.1426518033296696,52.1188,52.0,30,0.0821917808219178,0.1426518033296696,0.03,call,0.9774130694739503,0.5543024966457699,0.185428262354847,-5.962310884805807,5.905686658465456,55.43024966457699,18.5428262354847,-596.2310884805806,590.5686658465456,-0.0,-13.857562416144248,-27.715124832288495,-41.57268724843274,-55.43024966457699
2005-06-01,52.1188,52.8927,52.1019,52.7161,31349300.301929,0.0114603559560082,0.0211806046564786,0.1458541066178615,52.7161,53.0,30,0.0821917808219178,0.1458541066178615,0.03,call,0.8060508845851615,0.4806306064990462,0.1807680427308223,-6.079301070290313,6.022201098548581,48.06306064990463,18.076804273082235,-607.9301070290313,602.220109854858,-0.0,-12.015765162476157,-24.031530324952314,-36.04729548742847,-48.06306064990463
2005-06-02,52.7161,52.9671,52.5464,52.861,16963917.128465,0.0027486858853367,0.0316414811171805,0.142604297727702,52.861,53.0,30,0.0821917808219178,0.142604297727702,0.03,call,0.8579463740325579,0.5065902144678137,0.1845731908636341,-6.021771494144891,6.045056635683585,50.659021446781374,18.457319086363412,-602.1771494144891,604.5056635683585,-0.0,-12.664755361695343,-25.329510723390687,-37.99426608508603,-50.659021446781374
2005-06-03,52.8113,53.0307,52.2994,52.478,25653707.529741,-0.0072454172263104,0.0102783569260032,0.1465512088085751,52.478,52.0,30,0.0821917808219178,0.1465512088085751,0.03,call,1.2107034346160397,0.6169508335567843,0.1731061875238631,-6.05433263875134,5.742287561964065,61.69508335567843,17.31061875238632,-605.433263875134,574.2287561964065,-0.0,-15.423770838919607,-30.847541677839214,-46.27131251675882,-61.69508335567843
2005-06-06,52.4542,52.7349,52.2756,52.6635,22212765.856126,0.0035348145889706,0.008091376854872,0.1465625718724412,52.6635,53.0,30,0.0821917808219178,0.1465625718724412,0.03,call,0.7852759557984115,0.4713438426447895,0.1798211418343394,-6.077561487647532,6.0077472909908085,47.13438426447895,17.98211418343394,-607.7561487647532,600.7747290990809,-0.0,-11.783596066119738,-23.567192132239477,-35.35078819835921,-47.13438426447895
2005-06-07,52.854,53.4305,52.6556,52.7776,29801008.065935,0.0021665859656119,0.0126403524256122,0.1438873486171954,52.7776,53.0,30,0.0821917808219178,0.1438873486171954,0.03,call,0.8240821412992432,0.4914082313491934,0.1831989126335887,-6.035812220291699,6.034942915655984,49.140823134919344,18.31989126335888,-603.5812220291699,603.4942915655984,-0.0,-12.285205783729836,-24.570411567459672,-36.85561735118951,-49.140823134919344
2005-06-08,52.8849,52.994,52.3559,52.4452,21284685.234142,-0.0062981264778997,-0.0051388475247599,0.1378827232857571,52.4452,52.0,30,0.0821917808219178,0.1378827232857571,0.03,call,1.1407064009420331,0.6170739392284758,0.1840865159229635,-5.749736890147528,5.738147567909922,61.70739392284757,18.40865159229635,-574.9736890147527,573.8147567909922,-0.0,-15.426848480711893,-30.853696961423786,-46.280545442135676,-61.70739392284757
2005-06-09,52.4016,53.0396,52.1366,52.9523,25672068.530684,0.0096691403598423,0.0017271712604756,0.1402716284327443,52.9523,53.0,30,0.0821917808219178,0.1402716284327443,0.03,call,0.8908636641174645,0.5235367537772793,0.1870184655975835,-5.963928161465958,6.045780502769401,52.35367537772792,18.701846559758355,-596.3928161465958,604.5780502769401,-0.0,-13.08841884443198,-26.17683768886396,-39.26525653329594,-52.35367537772792
2005-06-10,53.0654,53.1498,52.7518,53.0654,23480377.353728,0.002135884560255,0.0111932619383359,0.1226665726961712,53.0654,53.0,30,0.0821917808219178,0.1226665726961712,0.03,call,0.8451507402639251,0.548853415571898,0.2121707523726381,-5.343411385882686,6.02369567206502,54.88534155718981,21.217075237263813,-534.3411385882687,602.369567206502,-0.0,-13.721335389297453,-27.442670778594906,-41.16400616789236,-54.88534155718981
2005-06-13,52.9066,53.376,52.7935,53.3016,25910144.772953,0.0044511112702438,0.0121165513116294,0.1197702810897089,53.3016,53.0,30,0.0821917808219178,0.1197702810897089,0.03,call,0.9635551234534816,0.6003432302509782,0.2110430632862014,-5.231578549280044,5.9024053661473,60.03432302509783,21.10430632862014,-523.1578549280044,590.24053661473,-0.0,-15.008580756274457,-30.017161512548913,-45.02574226882337,-60.03432302509783
