date,spot_today,spot_next,return_1d,return_5d,realized_vol_20d,sigma_next,strike,T,dte_next,T_next,call_price,call_price_next,delta,gamma,theta,vega,option_pnl,option_pnl_contract,cost_per_share,total_pnl_0,total_pnl_25,total_pnl_50,total_pnl_75,total_pnl_100,target_hedge_ratio_bucket
2005-04-11,51.2784,51.7566,-0.0050042397300543,-0.0114950062361806,0.112232888983334,0.1143498229222399,51.0,0.0821917808219178,29,0.07945205479452055,0.8773182274601758,1.189693380418106,0.6033060710570441,0.2336389296278918,-4.771006501547252,5.6671234336219625,0.31237515295793017,31.237515295793017,0.01,31.237515295793017,31.163881789820508,31.09024828384799,31.016614777875482,30.942981271902966,0.0
2005-04-12,51.7566,50.8367,0.0093255639801554,-0.00410621512411,0.1143498229222399,0.1268665820333469,52.0,0.0821917808219178,29,0.07945205479452055,0.6215174060706055,0.3271868217155536,0.4794597650340468,0.2348110302690683,-4.838169207344705,5.911720032132566,-0.2943305843550519,-29.43305843550519,0.01,-29.43305843550519,-29.32399332545407,-29.21492821540295,-29.10586310535183,-28.99679799530071,1.0
2005-04-13,50.8367,49.8068,-0.0177735786353817,-0.0245995686777131,0.1268665820333469,0.1417936568610587,51.0,0.0821917808219178,29,0.07945205479452055,0.7191828251727799,0.3780025589829705,0.4991236046393749,0.2157596515783676,-5.226982980481101,5.814341875749292,-0.34118026618980934,-34.118026618980934,0.01,-34.118026618980934,-33.99076257788801,-33.863498536795085,-33.73623449570216,-33.608970454609235,1.0
2005-04-14,49.8068,49.1281,-0.0202589861261647,-0.0482734636396467,0.1417936568610587,0.1462169769022006,50.0,0.0821917808219178,29,0.07945205479452055,0.7737000103111598,0.4922574425900308,0.4943132663312087,0.1970181796697528,-5.628624964412896,5.695984193404038,-0.28144256772112897,-28.144256772112897,0.01,-28.144256772112897,-28.061619951813977,-27.978983131515058,-27.89634631121614,-27.813709490917216,1.0
2005-04-15,49.1281,49.4426,-0.0136266533886938,-0.0467282284525663,0.1462169769022006,0.1502920654227125,49.0,0.0821917808219178,29,0.07945205479452055,0.9498314578311238,1.1402129037269084,0.556485629784803,0.1917721518529004,-5.739465511606722,5.562521068336926,0.19038144589578465,19.038144589578465,0.01,19.038144589578465,18.992999692862174,18.947854796145883,18.902709899429592,18.857565002713297,0.0
2005-04-18,49.4426,50.2652,0.0064016316527606,-0.0358006490062092,0.1502920654227125,0.1653024721065027,49.0,0.0821917808219178,29,0.07945205479452055,1.156314098567293,1.7724656885170162,0.6131218480605717,0.1796860291753545,-5.835624161985667,5.426019569834841,0.6161515899497232,61.61515899497232,0.01,61.61515899497232,61.48753768229851,61.359916369624706,61.23229505695089,61.104673744277086,0.0
2005-04-19,50.2652,49.4784,0.016637474566467,-0.0288156486322517,0.1653024721065027,0.1713543574513276,50.0,0.0821917808219178,29,0.07945205479452055,1.1533761063499774,0.7693361090236444,0.5743070700215754,0.1645611056353625,-6.511982968231784,5.6489764625939,-0.3840399973263331,-38.40399973263331,0.01,-38.40399973263331,-38.29246929963512,-38.18093886663693,-38.06940843363874,-37.95787800064055,1.0
2005-04-20,49.4784,50.6859,-0.0156529766120496,-0.026718886159015,0.1713543574513276,0.1953696756466452,49.0,0.0821917808219178,29,0.07945205479452055,1.2927358532204565,2.223053445531569,0.6073934494616929,0.1581454716183483,-6.546728951518823,5.452699927377645,0.9303175923111127,93.03175923111127,0.01,93.03175923111127,92.84688384993136,92.66200846875145,92.47713308757156,92.29225770639165,0.0
2005-04-21,50.6859,49.8683,0.0244045886689949,0.017650200374246,0.1953696756466452,0.2024798654093399,51.0,0.0821917808219178,29,0.07945205479452055,1.0427762751492793,0.7117262211880018,0.4847363409440023,0.1404214735653837,-7.590608920426025,5.792864855177402,-0.3310500539612775,-33.10500539612775,0.01,-33.10500539612775,-33.00713712889116,-32.90926886165456,-32.811400594417975,-32.713532327181376,1.0
2005-04-22,49.8683,50.3288,-0.0161307187995083,0.0150667337023004,0.2024798654093399,0.2061892741062828,50.0,0.0821917808219178,29,0.07945205479452055,1.15052350783591,1.399199214067071,0.5103978021554306,0.1377659596511194,-7.752097915506231,5.701659559149611,0.2486757062311611,24.86757062311611,0.01,24.86757062311611,24.807535081637575,24.747499540159044,24.687463998680506,24.627428457201976,0.0
2005-04-25,50.3288,49.6162,0.0092343232073281,0.0179238146861209,0.2061892741062828,0.2059783944266003,50.0,0.0821917808219178,29,0.07945205479452055,1.421070664345503,1.0245904479904446,0.5722675750414017,0.1318889962106912,-7.922812159064099,5.661560778583521,-0.3964802163550585,-39.64802163550585,0.01,-39.64802163550585,-39.54750283594982,-39.44698403639381,-39.34646523683778,-39.24594643728176,1.0
2005-04-26,49.6162,49.5994,-0.0141588911319165,-0.0129115173121762,0.2059783944266003,0.1969554704510437,50.0,0.0821917808219178,29,0.07945205479452055,1.046055332256362,0.9664320178666266,0.4763937692732913,0.1359219227895971,-7.775950242634858,5.664825905099893,-0.07962331438973536,-7.962331438973536,0.01,-7.962331438973536,-7.961521569565772,-7.960711700158007,-7.959901830750243,-7.959091961342478,1.0
2005-04-27,49.5994,48.3333,-0.0003385990865886,0.0024455115767689,0.1969554704510437,0.213371327101466,50.0,0.0821917808219178,29,0.07945205479452055,0.98700277672571,0.5623623401012594,0.4718729263424455,0.1420921891829927,-7.452519866402927,5.658736733247237,-0.4246404366244506,-42.464043662445064,0.01,-42.464043662445064,-42.31586376675038,-42.167683871055694,-42.019503975361005,-41.871324079666316,1.0
2005-04-28,48.3333,48.9604,-0.0255265184659492,-0.0464152752540646,0.213371327101466,0.2211489428224116,48.0,0.0821917808219178,29,0.07945205479452055,1.4133716032158432,1.816836126326308,0.5729990908668906,0.1326662465034782,-7.84342163444349,5.435228247101178,0.40346452311046477,40.34645231104648,0.01,40.34645231104648,40.25518788084865,40.163923450650834,40.072659020453,39.98139459025518,0.0
2005-04-29,48.9604,49.4596,0.0129744917065459,-0.0182059544841111,0.2211489428224116,0.2247412806988245,49.0,0.0821917808219178,29,0.07945205479452055,1.278106942907559,1.551792126029671,0.523061932919199,0.1283038206346091,-8.250826545712075,5.590398431326885,0.2736851831221119,27.368518312211187,0.01,27.368518312211187,27.30193252815057,27.23534674408996,27.168760960029342,27.10217517596873,0.0
2005-05-02,49.4596,49.7096,0.0101959951307588,-0.0172704296545913,0.2247412806988245,0.2258117488838416,49.0,0.0821917808219178,29,0.07945205479452055,1.5749194183466884,1.707818041171702,0.5852651311388841,0.1223176465040467,-8.377754642675935,5.527153899767568,0.13289862282501375,13.289862282501375,0.01,13.289862282501375,13.251820048977347,13.21377781545332,13.175735581929292,13.137693348405264,0.0
2005-05-03,49.7096,50.2652,0.0050546304458587,0.0018824496837726,0.2258117488838416,0.2301343403490729,50.0,0.0821917808219178,29,0.07945205479452055,1.2038737284985397,1.4967731548233694,0.4922133242359873,0.1239442352162005,-8.50645745826242,5.684362865418618,0.2928994263248297,29.28994263248297,0.01,29.28994263248297,29.220343668436,29.150744704389034,29.081145740342063,29.011546776295095,0.0
2005-05-04,50.2652,50.2553,0.0111769155253713,0.0134235494784209,0.2301343403490729,0.2291952395215445,50.0,0.0821917808219178,29,0.07945205479452055,1.5209488630961303,1.4859866308737537,0.5598307153629197,0.1189394624059908,-8.756383385387993,5.684216613863052,-0.0349622322223766,-3.49622322223766,0.01,-3.49622322223766,-3.4962372180055437,-3.496251213773428,-3.496265209541311,-3.4962792053091953,0.0
2005-05-05,50.2553,50.428,-0.0001969553488297,0.0397655446658928,0.2291952395215445,0.2243527206550598,50.0,0.0821917808219178,29,0.07945205479452055,1.510073124079895,1.557401218067767,0.5587849539140175,0.1194975838014568,-8.72406728230969,5.685345303303202,0.047328093987871966,4.732809398787197,0.01,4.732809398787197,4.707286896017174,4.6817643932471515,4.656241890477129,4.630719387707106,0.0
2005-05-06,50.428,50.9161,0.0034364534685893,0.0299752453002835,0.2243527206550598,0.226909018680601,50.0,0.0821917808219178,29,0.07945205479452055,1.5809820663842655,1.8690332889685273,0.5804379877376697,0.1204878136348712,-8.541832937096874,5.649972614700713,0.28805122258426175,28.805122258426174,0.01,28.805122258426174,28.73284321800314,28.660564177580106,28.588285137157072,28.51600609673404,0.0
2005-05-09,50.9161,50.3039,0.0096791465059093,0.0294482769775736,0.226909018680601,0.2276045329786445,51.0,0.0821917808219178,29,0.07945205479452055,1.3415704101651895,1.0275183893694404,0.5179944865066263,0.1203225134010083,-8.781260435022148,5.817512226275153,-0.3140520207957491,-31.405202079574913,0.01,-31.405202079574913,-31.327218009631338,-31.24923393968777,-31.171249869744194,-31.093265799800623,1.0
2005-05-10,50.3039,50.3288,-0.0120237017367788,0.0119554371791363,0.2276045329786445,0.2191753044820881,50.0,0.0821917808219178,29,0.07945205479452055,1.528339732163282,1.4715241725645178,0.5648504265075975,0.1199289934158164,-8.667240777799245,5.677234057886764,-0.056815559598764054,-5.681555959876405,0.01,-5.681555959876405,-5.686484279847685,-5.691412599818964,-5.696340919790243,-5.701269239761522,0.0
2005-05-11,50.3288,49.5398,0.0004949914420153,0.0012652889076338,0.2191753044820881,0.2142193756714237,50.0,0.0821917808219178,29,0.07945205479452055,1.4946405363543285,1.0344397328809407,0.5694486248463783,0.1242338024794602,-8.373286351286392,5.668823534357957,-0.46020080347338777,-46.02008034733878,0.01,-46.02008034733878,-45.90918022764995,-45.79828010796111,-45.687379988272276,-45.57647986858345,1.0
2005-05-12,49.5398,49.3593,-0.015676908648726,-0.0142373043241209,0.2142193756714237,0.2087710628959724,50.0,0.0821917808219178,29,0.07945205479452055,1.0565905241106712,0.922438805007932,0.4682365139211792,0.1307083735009346,-8.024558592970008,5.648056699438837,-0.13415171910273926,-13.415171910273926,0.01,-13.415171910273926,-13.395213328868035,-13.375254747462145,-13.355296166056256,-13.335337584650365,1.0
2005-05-13,49.3593,50.1124,-0.0036435350970331,-0.0211925914174664,0.2087710628959724,0.2144828059328023,49.0,0.0821917808219178,29,0.07945205479452055,1.4282624582433527,1.9074312224201826,0.5765940594137837,0.1325416304382136,-7.848176828720008,5.541010655256336,0.47916876417682985,47.916876417682985,0.01,47.916876417682985,47.80687668599832,47.69687695431366,47.586877222628985,47.476877490944325,0.0
2005-05-16,50.1124,50.421,0.0152575097296761,-0.015784791058231,0.2144828059328023,0.2072991591066579,50.0,0.0821917808219178,29,0.07945205479452055,1.347593466061511,1.458706693292445,0.5427493383358365,0.1287227141202657,-8.210861740450548,5.69857759682759,0.11111322723093409,11.111322723093409,0.01,11.111322723093409,11.06809273829496,11.02486275349651,10.981632768698061,10.938402783899612,0.0
2005-05-17,50.421,51.4252,0.0061581564642683,0.0023278513196789,0.2072991591066579,0.2095772118134772,50.0,0.0821917808219178,29,0.07945205479452055,1.480650218551677,2.1211629079110494,0.5840592413828369,0.1301669642548446,-7.949359876534515,5.638318652933323,0.6405126893593724,64.05126893593724,0.01,64.05126893593724,63.90318071528463,63.75509249463201,63.60700427397939,63.458916053326774,0.0
2005-05-18,51.4252,51.5551,0.0199163047143053,0.0217847435265692,0.2095772118134772,0.1922486427388668,51.0,0.0821917808219178,29,0.07945205479452055,1.5209059317019644,1.4780750167686847,0.5828794611332241,0.1263183695465844,-8.189905645311345,5.754279312712987,-0.04283091493327973,-4.283091493327973,0.01,-4.283091493327973,-4.303477702481108,-4.323863911634244,-4.344250120787379,-4.364636329940515,0.0
2005-05-19,51.5551,51.4936,0.0025259989265964,0.0406804226096997,0.1922486427388668,0.1816993051911535,52.0,0.0821917808219178,29,0.07945205479452055,0.9855339152946918,0.8756295373965663,0.4666854594295357,0.1399081968203168,-7.564231992316013,5.875950101801381,-0.10990437789812546,-10.990437789812546,0.01,-10.990437789812546,-10.984429214522391,-10.978420639232235,-10.97241206394208,-10.966403488651924,1.0
2005-05-20,51.4936,51.83,-0.0011928984717322,0.0432400783641584,0.1816993051911535,0.1804559260394409,51.0,0.0821917808219178,29,0.07945205479452055,1.401707121584188,1.5860467989208544,0.6019060976752584,0.1438478354494636,-7.184092150247152,5.696282222606688,0.18433967733666634,18.433967733666634,0.01,18.433967733666634,18.381842665607955,18.32971759754928,18.2775925294906,18.22546746143193,0.0
2005-05-23,51.83,51.6227,0.0065328506843569,0.0342749499125965,0.1804559260394409,0.1721517225900674,52.0,0.0821917808219178,29,0.07945205479452055,1.049210832525862,0.8800465134036841,0.5040824770892689,0.1487718532249696,-7.259541551604517,5.927652412940625,-0.1691643191221779,-16.91643191221779,0.01,-16.91643191221779,-16.89156804403536,-16.866704175852934,-16.841840307670505,-16.81697643948808,1.0
2005-05-24,51.6227,51.2397,-0.0039996141230946,0.0238333234168304,0.1721517225900674,0.1752561485503434,52.0,0.0821917808219178,29,0.07945205479452055,0.8990047062364681,0.7292897503545355,0.4709379530304507,0.1561670417280741,-6.869215066162768,5.888579972409248,-0.16971495588193264,-16.971495588193264,0.01,-16.971495588193264,-16.927580624073176,-16.883665659953085,-16.839750695832997,-16.795835731712906,1.0
2005-05-25,51.2397,51.9441,-0.0074192167399226,-0.0036071809151932,0.1752561485503434,0.1476461873466367,51.0,0.0821917808219178,29,0.07945205479452055,1.2163154147403643,1.4899660074700023,0.5665199642222792,0.1527995794707859,-6.995368978151115,5.7787907550213475,0.273650592729638,27.365059272963798,0.01,27.365059272963798,27.2638788073537,27.1626983417436,27.0615178761335,26.9603374105234,0.0
2005-05-26,51.9441,52.2408,0.0137471530863764,0.0075453252927448,0.1476461873466367,0.1437623187022229,52.0,0.0821917808219178,29,0.07945205479452055,0.9130463667837354,1.0363646718886201,0.5215350822723159,0.1811774111935687,-6.113657069811477,5.9323549561015065,0.12331830510488473,12.331830510488473,0.01,12.331830510488473,12.291841808055242,12.251853105622013,12.211864403188782,12.171875700755553,0.0
2005-05-27,52.2408,52.1188,0.0057119095335178,0.014510541115789,0.1437623187022229,0.1426518033296696,52.0,0.0821917808219178,29,0.07945205479452055,1.052925588036679,0.9609582473005993,0.576336378397613,0.1818828834694836,-6.001119999405848,5.8652283842142525,-0.0919673407360797,-9.19673407360797,0.01,-9.19673407360797,-9.180596655012838,-9.164459236417704,-9.148321817822572,-9.132184399227437,1.0
2005-05-31,52.1188,52.7161,-0.0023353394281864,0.0055720625120587,0.1426518033296696,0.1458541066178615,52.0,0.0821917808219178,29,0.07945205479452055,0.9774130694739503,1.3422341278822643,0.5543024966457699,0.185428262354847,-5.962310884805807,5.905686658465456,0.3648210584083139,36.482105840831395,0.01,36.482105840831395,36.39794886427815,36.31379188772491,36.22963491117166,36.14547793461842,0.0
2005-06-01,52.7161,52.861,0.0114603559560082,0.0211806046564786,0.1458541066178615,0.142604297727702,53.0,0.0821917808219178,29,0.07945205479452055,0.8060508845851615,0.8413277589713211,0.4806306064990462,0.1807680427308223,-6.079301070290313,6.022201098548581,0.03527687438615956,3.5276874386159562,0.01,3.5276874386159562,3.5090750183792805,3.490462598142605,3.4718501779059294,3.453237757669254,0.0
2005-06-02,52.861,52.478,0.0027486858853367,0.0316414811171805,0.142604297727702,0.1465512088085751,53.0,0.0821917808219178,29,0.07945205479452055,0.8579463740325579,0.684435986056549,0.5065902144678137,0.1845731908636341,-6.021771494144891,6.045056635683585,-0.17351038797600893,-17.351038797600893,0.01,-17.351038797600893,-17.30379926010177,-17.256559722602645,-17.209320185103525,-17.1620806476044,1.0
2005-06-03,52.478,52.6635,-0.0072454172263104,0.0102783569260032,0.1465512088085751,0.1465625718724412,52.0,0.0821917808219178,29,0.07945205479452055,1.2107034346160397,1.3116713159902957,0.6169508335567843,0.1731061875238631,-6.05433263875134,5.742287561964065,0.10096788137425605,10.096788137425605,0.01,10.096788137425605,10.066634665435519,10.03648119344543,10.006327721455344,9.976174249465256,0.0
2005-06-06,52.6635,52.7776,0.0035348145889706,0.008091376854872,0.1465625718724412,0.1438873486171954,53.0,0.0821917808219178,29,0.07945205479452055,0.7852759557984115,0.8074254975595672,0.4713438426447895,0.1798211418343394,-6.077561487647532,6.0077472909908085,0.02214954176115569,2.214954176115569,0.01,2.214954176115569,2.2003307333975144,2.1857072906794595,2.171083847961405,2.1564604052433505,0.0
2005-06-07,52.7776,52.4452,0.0021665859656119,0.0126403524256122,0.1438873486171954,0.1378827232857571,53.0,0.0821917808219178,29,0.07945205479452055,0.8240821412992432,0.6199619925910937,0.4914082313491934,0.1831989126335887,-6.035812220291699,6.034942915655984,-0.20412014870814943,-20.412014870814943,0.01,-20.412014870814943,-20.372407367368197,-20.33279986392145,-20.293192360474706,-20.253584857027963,1.0
2005-06-08,52.4452,52.9523,-0.0062981264778997,-0.0051388475247599,0.1378827232857571,0.1402716284327443,52.0,0.0821917808219178,29,0.07945205479452055,1.1407064009420331,1.4737606411800286,0.6170739392284758,0.1840865159229635,-5.749736890147528,5.738147567909922,0.33305424023799546,33.305424023799546,0.01,33.305424023799546,33.22565179030579,33.14587955681202,33.06610732331826,32.9863350898245,0.0
2005-06-09,52.9523,53.0654,0.0096691403598423,0.0017271712604756,0.1402716284327443,0.1226665726961712,53.0,0.0821917808219178,29,0.07945205479452055,0.8908636641174645,0.8304063680153426,0.5235367537772793,0.1870184655975835,-5.963928161465958,6.045780502769401,-0.060457296102121916,-6.045729610212192,0.01,-6.045729610212192,-6.061841453809686,-6.077953297407182,-6.094065141004677,-6.110176984602172,0.0
2005-06-10,53.0654,53.3016,0.002135884560255,0.0111932619383359,0.1226665726961712,0.1197702810897089,53.0,0.0821917808219178,29,0.07945205479452055,0.8451507402639251,0.949122462550033,0.548853415571898,0.2121707523726381,-5.343411385882686,6.02369567206502,0.10397172228610785,10.397172228610785,0.01,10.397172228610785,10.363390300882335,10.329608373153883,10.295826445425432,10.262044517696982,0.0
2005-06-13,53.3016,53.7629,0.0044511112702438,0.0121165513116294,0.1197702810897089,0.1135817765151793,53.0,0.0821917808219178,29,0.07945205479452055,0.9635551234534816,1.2158368615393016,0.6003432302509782,0.2110430632862014,-5.231578549280044,5.9024053661473,0.25228173808582,25.228173808582,0.01,25.228173808582,25.157438367477678,25.08670292637336,25.015967485269034,24.94523204416471,0.0
2005-06-14,53.7629,53.9049,0.008654524442043,0.0186689049899957,0.1135817765151793,0.1131944740293448,54.0,0.0821917808219178,29,0.07945205479452055,0.648240326807688,0.7027626591917304,0.482798376128332,0.2276672507155201,-5.004013139368589,6.143317822743289,0.05452233238404247,5.452233238404247,0.01,5.452233238404247,5.4338869001113705,5.415540561818495,5.397194223525618,5.378847885232743,0.0
2005-06-15,53.9049,54.4298,0.0026412265707391,0.0278328617299581,0.1131944740293448,0.0982391445826823,54.0,0.0821917808219178,29,0.07945205479452055,0.7167063228733284,0.9183630400041736,0.5151129265205706,0.2278928117076833,-5.053872649788227,6.160851378359591,0.2016567171308452,20.16567171308452,0.01,20.16567171308452,20.09678823698556,20.027904760886592,19.95902128478763,19.890137808688667,0.0
2005-06-16,54.4298,54.397,0.0097375192236699,0.0279024707142088,0.0982391445826823,0.0990055171365491,54.0,0.0821917808219178,29,0.07945205479452055,0.9307400350312492,0.9015534464312083,0.6491821905947479,0.2418257639629353,-4.489249390574858,5.784808783553702,-0.029186588600040975,-2.9186588600040975,0.01,-2.9186588600040975,-2.914958521517707,-2.911258183031317,-2.9075578445449266,-2.903857506058536,1.0
2005-06-17,54.397,54.1112,-0.0006026110696714,0.0250935637910956,0.0990055171365491,0.1021263380626839,54.0,0.0821917808219178,29,0.07945205479452055,0.914045508931693,0.747266997404811,0.6402509758546264,0.2422451790455463,-4.5305375109048605,5.83301143254315,-0.16677851152688206,-16.677851152688206,0.01,-16.677851152688206,-16.633705847903027,-16.58956054311785,-16.545415238332673,-16.5012699335475,1.0
2005-06-20,54.1112,54.265,-0.0052539662113719,0.0151890374772989,0.1021263380626839,0.1010286272160225,54.0,0.0821917808219178,29,0.07945205479452055,0.7601999926787748,0.8309699239323578,0.5671475453590891,0.2482335286126021,-4.688223585062907,6.100998541131572,0.070769931253583,7.0769931253583,0.01,7.0769931253583,7.053768433375844,7.030543741393389,7.007319049410934,6.984094357428479,0.0
2005-06-21,54.265,54.3881,0.0028422951255933,0.0093391539518887,0.1010286272160225,0.098242085648614,54.0,0.0821917808219178,29,0.07945205479452055,0.843768441162517,0.8914754555588829,0.6058929787940012,0.2448283793762634,-4.640308740005986,5.986516923517564,0.04770701439636582,4.770701439636582,0.01,4.770701439636582,4.750540350767212,4.730379261897841,4.71021817302847,4.6900570841591,0.0
2005-06-22,54.3881,53.4305,0.0022684971897171,0.0089639346330296,0.098242085648614,0.1169406333452894,54.0,0.0821917808219178,29,0.07945205479452055,0.9038973375593642,0.5068261758543215,0.6390390029771038,0.2444504521110642,-4.505071167160601,5.838813233903626,-0.39707116170504264,-39.707116170504264,0.01,-39.707116170504264,-39.555727830698984,-39.40433949089371,-39.25295115108844,-39.10156281128316,1.0
2005-06-23,53.4305,52.861,-0.0176067926623654,-0.0183594281073969,0.1169406333452894,0.1168492588264949,53.0,0.0821917808219178,29,0.07945205479452055,1.0262940600001187,0.6882435450605549,0.6299089240821277,0.2107959412624495,-5.093634159457945,5.784083489255214,-0.33805051493956384,-33.805051493956384,0.01,-33.805051493956384,-33.7169429832004,-33.62883447244441,-33.540725961688416,-33.45261745093243,1.0
2005-06-24,52.861,52.994,-0.0106587061696972,-0.0282368512969465,0.1168492588264949,0.1156486215874781,53.0,0.0821917808219178,29,0.07945205479452055,0.702250447831986,0.7501213614413018,0.5047727129973891,0.2252700490949651,-5.076720729631405,6.0454489097254225,0.047870913609315835,4.7870913609315835,0.01,4.7870913609315835,4.769045736441926,4.75100011195227,4.732954487462613,4.714908862972955,0.0
2005-06-27,52.994,53.8215,0.0025160326138362,-0.0206463726548292,0.1156486215874781,0.1263706646229195,53.0,0.0821917808219178,29,0.07945205479452055,0.7641248965049172,1.3242490479319216,0.5348759104892846,0.2261855915653431,-5.075283575990691,6.037917712818201,0.5601241514270043,56.01241514270043,0.01,56.01241514270043,55.90042549894174,55.788435855183046,55.676446211424356,55.56445656766566,0.0
2005-06-28,53.8215,54.2482,0.0156149752802203,-0.0081728554316778,0.1263706646229195,0.1233145912415087,54.0,0.0821917808219178,29,0.07945205479452055,0.7556460327233836,0.9529958269569683,0.4979188773435555,0.2045916451103042,-5.513481310788051,6.1556532660663255,0.19734979423358467,19.734979423358467,0.01,19.734979423358467,19.680619129924487,19.626258836490504,19.57189854305652,19.517538249622536,0.0
2005-06-29,54.2482,54.1291,0.007928058489637,-0.0025722538570018,0.1233145912415087,0.1238780293812689,54.0,0.0821917808219178,29,0.07945205479452055,0.9680894113617882,0.8880362556251526,0.585948731586949,0.203169272100834,-5.470538374323149,6.059984978106089,-0.08005315573663552,-8.005315573663552,0.01,-8.005315573663552,-7.9893338220095185,-7.973352070355484,-7.957370318701451,-7.941388567047418,1.0
2005-06-30,54.1291,54.3643,-0.0021954645499757,0.0130749291135212,0.1238780293812689,0.1201552143594482,54.0,0.0821917808219178,29,0.07945205479452055,0.9031976846067592,1.0038848847548465,0.5613618689651928,0.2050654929677229,-5.494610281296687,6.117540836577847,0.1006872001480873,10.06872001480873,0.01,10.06872001480873,10.034308532241162,9.999897049673597,9.96548556710603,9.931074084538464,0.0
2005-07-01,54.3643,55.2226,0.0043451673868584,0.0284387355517301,0.1201552143594482,0.1299795299463712,54.0,0.0821917808219178,29,0.07945205479452055,1.0185948129454587,1.6483705000473066,0.6117907836870689,0.2046098400021164,-5.332481949243196,5.972073297854258,0.6297756871018478,62.977568710184784,0.01,62.977568710184784,62.84476422581591,62.711959741447046,62.57915525707817,62.4463507727093,0.0
