Date,Open,High,Low,Close,Volume,return_1d,return_5d,realized_vol_20d
2021-03-04,300.885,304.062,292.437,296.327,142781436,-0.016338643447779133,-0.02791655868546139,0.2403381711842186
2021-03-05,298.946,301.692,289.841,300.789,124711672,0.015057689646910344,-0.01739548011525116,0.24331258286929938
2021-03-08,300.24,302.132,291.858,292.27,90729045,-0.028322179335015574,-0.07312385833164192,0.25743786975510535
2021-03-09,299.613,305.711,299.074,303.798,82500024,0.03944298080541975,-0.020824536919154646,0.299695475969098
2021-03-10,308.083,308.374,302.24,302.936,78812717,-0.002837411701196224,0.005600018589273281,0.29949205766604176
2021-03-11,307.7,311.681,306.81,309.905,54887877,0.023004859112155662,0.04582100179868842,0.3137837451251431
2021-03-12,305.835,310.092,303.425,307.396,71133965,-0.008096029428373064,0.021965563900275598,0.31315073233539054
2021-03-15,307.72,310.847,306.065,310.678,44254430,0.010676781740816432,0.06298285831594086,0.3154606506800032
2021-03-16,312.885,315.926,310.944,312.386,56366773,0.0054976535190778275,0.02826878386296161,0.31673016076061095
2021-03-17,309.327,315.582,307.61,313.67,80311699,0.004110299437234621,0.03543322682018646,0.3172973017054025
2021-03-18,308.769,309.75,303.603,304.062,85118102,-0.03063091784359362,-0.018854164986043975,0.33357061078684297
2021-03-19,303.896,306.692,301.74,305.132,80504093,0.003519019147410596,-0.007365092584158628,0.3343012148666743
2021-03-22,307.535,312.935,307.535,310.857,57597095,0.018762371694873048,0.0005761592388262571,0.33049451585866135
2021-03-23,311.944,313.278,308.671,309.494,54789390,-0.004384652750299978,-0.009257777237136056,0.33068328228546673
2021-03-24,310.877,310.917,304.131,304.28,66420905,-0.01684685325079016,-0.02993591991583522,0.33395680246848125
2021-03-25,302.425,305.27,299.906,303.751,80693689,-0.0017385303010385433,-0.0010228177148082773,0.3100836258252739
2021-03-26,303.535,308.621,302.132,308.299,65104766,0.014972790213036324,0.010379114612692142,0.31434800203610674
2021-03-29,307.767,309.268,304.867,308.211,55970703,-0.00028543718922202643,-0.008511952441154658,0.2943188751093522
