Date,Open,High,Low,Close,Volume,return_1d,return_5d,realized_vol_20d,spot,strike,dte,T,sigma,r,option_type,call_price,delta,gamma,theta,vega,hedge_0,hedge_25,hedge_50,hedge_75,hedge_100,spot_next,sigma_next,call_price_next,option_pnl,option_pnl_contract,total_pnl_0,total_pnl_25,total_pnl_50,total_pnl_75,total_pnl_100,best_hedge_idx,target_hedge_ratio
2005-04-11,85.1952,85.2132,84.8606,84.9375,3913474.8919139,-0.0006576981271486,0.0024406738053621,0.0929256365006678,84.9375,85.0,30,0.0821917808219178,0.0929256365006678,0.03,call,0.9772426974713396,0.5311914441651111,0.1757643247064198,-6.799056595230377,9.684865925454773,-0.0,-0.1327978610412777,-0.2655957220825555,-0.3983935831238333,-0.5311914441651111,85.358,0.0945831766142216,1.212510192573383,0.23526749510204337,23.526749510204336,23.526749510204336,23.469580031026066,23.412410551847795,23.35524107266952,23.298071593491255,0,0.0
2005-04-12,84.7147,85.6018,84.1952,85.358,11258923.75702,0.0049506990434142,0.0038173235458067,0.0945831766142216,85.358,85.0,30,0.0821917808219178,0.0945831766142216,0.03,call,1.231641632545326,0.6023706276247478,0.1666542324452715,-6.9368504716141635,9.439458800173323,-0.0,-0.1505926569061869,-0.3011853138123739,-0.4517779707185608,-0.6023706276247478,84.5339,0.0981178542041308,0.8081736804921249,-0.4234679520532012,-42.34679520532012,-42.34679520532012,-42.22419772333279,-42.101600241345466,-41.97900275935814,-41.85640527737081,4,1.0
2005-04-13,85.3031,85.5379,84.3471,84.5339,10040473.004797,-0.0096546310832025,-0.0099446025555437,0.0981178542041308,84.5339,85.0,30,0.0821917808219178,0.0981178542041308,0.03,call,0.8271850535797611,0.4626526195607381,0.1670353047296922,-6.894089747256079,9.626014627812731,-0.0,-0.1156631548901845,-0.231326309780369,-0.3469894646705536,-0.4626526195607381,83.2482,0.103942037366011,0.3956737978275484,-0.4315112557522127,-43.15112557522127,-43.15112557522127,-43.00357408852786,-42.856022601834454,-42.708471115141045,-42.560919628447635,4,1.0
2005-04-14,84.6318,84.6887,83.2402,83.2482,13430583.382517,-0.0152092829030721,-0.0295568971727728,0.103942037366011,83.2482,83.0,30,0.0821917808219178,0.103942037366011,0.03,call,1.2297146351207855,0.5784170502902706,0.1576993954282165,-7.311481389090681,9.336827768086176,-0.0,-0.1446042625725676,-0.2892085251451353,-0.4338127877177029,-0.5784170502902706,81.8586,0.1162859101719534,0.6698124207663945,-0.559902214354391,-55.9902214354391,-55.9902214354391,-55.79072539479399,-55.59122935414888,-55.39173331350376,-55.19223727285865,4,1.0
2005-04-15,83.0944,83.4131,81.7967,81.8586,14965947.58861,-0.016692252805466,-0.0368828638458985,0.1162859101719534,81.8586,82.0,30,0.0821917808219178,0.1162859101719534,0.03,call,1.1188049835935416,0.5154998379967847,0.1460752074831392,-7.850417892637601,9.355362586095746,-0.0,-0.1288749594991961,-0.2577499189983923,-0.3866248784975885,-0.5154998379967847,81.7418,0.1163577116117554,1.0387209270919229,-0.08008405650161876,-8.008405650161876,-8.008405650161876,-7.994641804487363,-7.980877958812848,-7.967114113138335,-7.953350267463821,4,1.0
2005-04-18,81.7967,82.1203,81.3931,81.7418,15963469.549671,-0.0014268506913139,-0.0376241353936718,0.1163577116117554,81.7418,82.0,30,0.0821917808219178,0.1163577116117554,0.03,call,1.06026314554596,0.4984262642539397,0.1463029635014752,-7.808080500073934,9.348998255611422,-0.0,-0.1246065660634849,-0.2492131321269698,-0.3738196981904548,-0.4984262642539397,82.3121,0.1207076620194151,1.385775456236047,0.325512310690087,32.5512310690087,32.5512310690087,32.478921878722055,32.40661268843542,32.33430349814878,32.26199430786214,0,0.0
2005-04-19,82.1203,82.515,81.9415,82.3121,9372637.4939037,0.0069768466072437,-0.0356838257691136,0.1207076620194151,82.3121,82.0,30,0.0821917808219178,0.1207076620194151,0.03,call,1.4083030847872422,0.5786069740123059,0.1373269638850318,-8.164873970464399,9.2309502553047,-0.0,-0.1446517435030764,-0.2893034870061529,-0.4339552305092294,-0.5786069740123059,81.4151,0.122842918470166,0.9431460810877184,-0.46515700369952384,-46.515700369952384,-46.515700369952384,-46.387394273465155,-46.259088176977926,-46.1307820804907,-46.00247598400347,4,1.0
2005-04-20,82.523,82.7418,81.2113,81.4151,14773124.394399,-0.0108975472621887,-0.0368940744482392,0.122842918470166,81.4151,81.0,30,0.0821917808219178,0.122842918470166,0.03,call,1.473061552680285,0.5920280552626269,0.1354178284333112,-8.174418147391844,9.06283936661365,-0.0,-0.1480070138156567,-0.2960140276313134,-0.4440210414469702,-0.5920280552626269,83.0224,0.1453458878720865,2.727846412688649,1.254784860008364,125.4784860008364,125.4784860008364,125.23911425739233,124.99974251394826,124.76037077050421,124.52099902706014,0,0.0
2005-04-21,82.0724,83.1593,81.8466,83.0224,9022330.0622494,0.0197420380248873,-0.0027123709581707,0.1453458878720865,83.0224,83.0,30,0.0821917808219178,0.1453458878720865,0.03,call,1.4945235095851714,0.5344594573742154,0.1148877332789232,-9.650822602705198,9.460092173305886,-0.0,-0.1336148643435538,-0.2672297286871077,-0.4008445930306615,-0.5344594573742154,82.7816,0.1453920302207861,1.343134655552383,-0.15138885403278834,-15.138885403278834,-15.138885403278834,-15.108047092588341,-15.077208781897848,-15.046370471207355,-15.015532160516862,4,1.0
2005-04-22,82.8396,83.0544,81.7967,82.7816,7582581.1430312,-0.0029004220547708,0.01127554099386,0.1453920302207861,82.7816,83.0,30,0.0821917808219178,0.1453920302207861,0.03,call,1.369601927890109,0.5066962879540599,0.1156006480664979,-9.590227578769989,9.46666246070976,-0.0,-0.1266740719885149,-0.2533481439770299,-0.3800222159655448,-0.5066962879540599,83.2482,0.1466871620993753,1.603841729102264,0.23423980121215493,23.423980121215493,23.423980121215493,23.363607258505766,23.303234395796043,23.242861533086316,23.18248867037659,0,0.0
2005-04-25,82.9635,83.3961,82.8236,83.2482,5685247.6395416,0.0056365182600963,0.0184287598266736,0.1466871620993753,83.2482,83.0,30,0.0821917808219178,0.1466871620993753,0.03,call,1.6307497740788577,0.559878758593588,0.1126678195861846,-9.749818839065036,9.413911047446966,-0.0,-0.139969689648397,-0.279939379296794,-0.419909068945191,-0.559878758593588,82.523,0.1479280074516035,1.2397777814429034,-0.3909719926359543,-39.09719926359543,-39.09719926359543,-38.9970929415589,-38.89698661952236,-38.79688029748583,-38.6967739754493,4,1.0
2005-04-26,82.9715,83.4301,82.456,82.523,7460451.8786514,-0.0087112994635319,0.0025621992392368,0.1479280074516035,82.523,83.0,30,0.0821917808219178,0.1479280074516035,0.03,call,1.266335642890354,0.4774494101369063,0.113808812125321,-9.624043704580906,9.423336584166147,-0.0,-0.1193623525342265,-0.2387247050684531,-0.3580870576026797,-0.4774494101369063,82.8396,0.1408347202628506,1.3302323547254886,0.06389671183513457,6.389671183513457,6.389671183513457,6.350687439175777,6.311703694838098,6.272719950500418,6.23373620616274,0,0.0
2005-04-27,82.1973,83.0624,81.8936,82.8396,12813067.070524,0.0038365061861542,0.0174967542875954,0.1408347202628506,82.8396,83.0,30,0.0821917808219178,0.1408347202628506,0.03,call,1.356030032864325,0.5133015191534347,0.1192083434220043,-9.347794996716177,9.469362995473013,-0.0,-0.1283253797883586,-0.2566507595767173,-0.384976139365076,-0.5133015191534347,81.7288,0.1468891473417143,0.8888832532543276,-0.4671467796099975,-46.71467796099975,-46.71467796099975,-46.57341738292873,-46.4321568048577,-46.29089622678668,-46.14963564871565,4,1.0
2005-04-28,82.6278,82.7816,81.7288,81.7288,8696574.6118046,-0.0134090459152386,-0.0155813370849312,0.1468891473417143,81.7288,82.0,30,0.0821917808219178,0.1468891473417143,0.03,call,1.3391880954808857,0.5003756901058952,0.1159126529656422,-9.539447338955796,9.347580000743768,-0.0,-0.1250939225264738,-0.2501878450529476,-0.3752817675794214,-0.5003756901058952,82.8236,0.1543442448699254,1.9953706330501788,0.6561825375692931,65.6182537569293,65.6182537569293,65.48004999132206,65.3418462257148,65.20364246010757,65.06543869450032,0,0.0
2005-04-29,82.3601,82.9056,81.6638,82.8236,12529532.579163,0.0133955227533011,0.0005073591232833,0.1543442448699254,82.8236,83.0,30,0.0821917808219178,0.1543442448699254,0.03,call,1.475751108702866,0.5118737354092501,0.108807520211978,-10.117916746584246,9.468603925987104,-0.0,-0.1279684338523125,-0.255936867704625,-0.3839053015569376,-0.5118737354092501,83.3961,0.1566649039180717,1.7798122297019248,0.3040611209990587,30.40611209990587,30.40611209990587,30.331570487186895,30.25702887446792,30.182487261748953,30.10794564902998,0,0.0
2005-05-02,83.1183,83.4131,82.8056,83.3961,6565668.452243,0.0069122810406696,0.0017766149898736,0.1566649039180717,83.3961,83.0,30,0.0821917808219178,0.1566649039180717,0.03,call,1.808287773866951,0.5727407719591485,0.1047316686861996,-10.317558404854784,9.379282417347053,-0.0,-0.1431851929897871,-0.2863703859795742,-0.4295555789693613,-0.5727407719591485,83.6498,0.1564821447286177,1.9269109900149886,0.11862321614803761,11.862321614803761,11.862321614803761,11.824563679412355,11.786805744020949,11.749047808629543,11.711289873238137,0,0.0
2005-05-03,83.1843,83.8026,82.9635,83.6498,8738427.1960734,0.0030421086837393,0.0136543751438993,0.1564821447286177,83.6498,84.0,30,0.0821917808219178,0.1564821447286177,0.03,call,1.4276925636500977,0.4937246485841705,0.1062949030734785,-10.302465844943224,9.566111404923967,-0.0,-0.1234311621460426,-0.2468623242920852,-0.3702934864381279,-0.4937246485841705,84.3621,0.1590651107195443,1.8015542275674576,0.37386166391736,37.386166391736,37.386166391736,37.297012063317915,37.207857734899825,37.11870340648174,37.029549078063646,0,0.0
